p.value	HR	Low 95%CI	High 95%CI
ADAMTS4	0.451283070136848	1.14118998336649	0.809314788242644	1.60915702648147
ADAMTS6	0.0855518224697883	2.3030115176919	0.889809488393391	5.96067149182463
ADAMTS7	0.967106788625511	1.01224314303356	0.567677187587083	1.80496275528296
ADAMTS9	0.561178331238239	0.925070688484777	0.711355042725038	1.20299390219474
ADAMTSL1	0.777383614475498	0.905376418860373	0.454524364746746	1.80343788673499
ADAMTSL4	0.0866812022235939	1.407066956081	0.951994125908118	2.07967398644025
ADARB1	0.35149868382409	0.742857812828854	0.397496574648606	1.38828298223375
ADCY3	0.595256345579285	0.867126661437056	0.512437648813421	1.46731733844315
ADCY4	0.620424467557634	0.876368759268904	0.519838354672816	1.4774250405319
ADCY6	0.444436048661149	1.28034712675384	0.679594709810469	2.41215645343088
ADCY7	0.534401033730366	1.13971089638217	0.754448617913003	1.72170893615718
ADGRA2	0.560473254318278	0.88448789625992	0.585076141505357	1.33712312489354
ADGRE2	0.302561475446663	0.686081195417597	0.335202190371054	1.40424919713259
ADGRE5	0.538981246035863	0.885642182113082	0.601170032710518	1.30472583804874
ADGRF1	0.690365059838624	0.937058422615323	0.680544063537429	1.29025956501643
ADGRF5	0.374891096993667	0.854945787222514	0.604791170412712	1.20856972596133
ADGRL2	0.0052620786852818	0.66077655062208	0.493932954986658	0.883977563035469
ADM5	0.532810844453583	1.24273691137099	0.62777577189181	2.46010613985605
ADRA1B	0.507899127129504	0.881789680979081	0.607625917459425	1.27965746545548
ADRA2A	0.966844491235941	0.993635795772671	0.735331745498158	1.3426757387877
AEBP1	0.457511137774813	1.11924906993294	0.831484494123167	1.50660474055717
AFAP1	0.655464202734565	1.12156187483325	0.677584567868064	1.85644877219874
AGER	0.488646090827201	0.918819904399692	0.723031039833107	1.16762624314985
AGO2	0.297785505116349	1.45270567667616	0.719268909114121	2.93402614280426
AGO3	0.950845359772114	1.02410824420378	0.48018312153958	2.1841619348957
AGO4	0.324361924339168	1.46623107066044	0.684967753887708	3.13859089040053
AGRN	0.967139383050904	0.989496993028024	0.598760130441369	1.63521959701921
AHNAK	0.646493388508413	0.911001139643917	0.611681962536778	1.35678853924455
AHR	0.326168971791336	0.839783533864795	0.59264156754956	1.18998805073096
AJUBA	0.751802096717512	0.933305567741651	0.608491511018697	1.4315060555558
AKAP13	0.83373626668204	1.05396577501791	0.645199191929675	1.72170682915268
AL136295.5	0.27417279509007	3.0029861489726	0.418408576103733	21.55291819039
AL157935.2	0.355437266589598	1.27189153845651	0.763687998168544	2.1182840236809
ALPK3	0.0532876809705034	1.70214419178646	0.992492274393952	2.91921148847387
ALS2CL	0.237324030458297	1.3347837231494	0.826808796552692	2.15484837003791
AMIGO2	0.767386034695465	0.960206371177542	0.733687393918847	1.25666091974851
AMPH	0.853612691038517	1.12382992919036	0.325187858671451	3.8838894997616
ANGPT1	0.0111313741707059	0.54570174454009	0.341872036386106	0.871058063543334
ANGPTL2	0.158608445566194	1.38013571100401	0.881844535067609	2.15998909676579
ANGPTL5	0.472076092215733	0.60044704617837	0.149518311734153	2.41132106885592
ANKHD1	0.0342647004375636	4.08683404633237	1.11003461325903	15.04656910943
ANKLE2	0.908524622665084	1.04459284430297	0.49630370788143	2.19860176952306
ANKRD10	0.0889536626822582	1.73613684359124	0.919424315437207	3.27832437000717
ANKRD13B	0.127336994080062	1.62952973629047	0.869879899768204	3.05256755807606
ANKRD13D	0.983567697805194	0.992683329601336	0.493533296147779	1.99666405602213
ANKRD29	0.417719323103457	0.694608832545559	0.28772629634438	1.67687638001923
ANKRD35	0.851418267891207	0.918228026262154	0.376073469080274	2.24196274806431
ANKRD36	0.222869639547247	1.79163880772694	0.701520529165336	4.57573154868669
ANKRD36C	0.0487935207865135	4.12059914679811	1.00752174690033	16.8525765134407
ANKRD44	0.906836661681289	1.03547624641916	0.577536006894225	1.85652676906548
ANKRD65	0.323378797965392	1.19079488691636	0.842022316527559	1.68403192513217
ANKS6	0.967565951476757	0.98737444647002	0.535175512255316	1.82166088547953
ANO1	0.638078392145785	0.896594291544246	0.568954372407998	1.41291000230378
ANO8	0.0396826874829007	1.96196008598689	1.03231496904222	3.72879159407817
ANTXR1	0.84595348603004	0.963100517481705	0.659095947387637	1.40732561086132
ANTXR2	0.892754563597365	0.963368345967708	0.559978009422654	1.65734824295944
ANXA1	0.612616758186833	0.933044638098262	0.713509473145221	1.22012717342959
ANXA2	0.130913834099088	0.793405238581952	0.587603806758584	1.07128623975697
AP1G2	0.239326672986706	1.41032667369448	0.795426579970947	2.50057186498193
APCDD1	0.603534677157075	1.11478865114172	0.739749649288165	1.67996529354254
APCDD1L	0.323063442269367	1.32638966672982	0.757468851508926	2.32261636171966
APLNR	0.370190777528984	0.858426847720134	0.614753048705387	1.19868726871475
APOC1	0.320946697390455	0.917006982176329	0.772801857381209	1.08812083890391
APOD	0.17542733166736	0.859090203465997	0.689645331512074	1.07016743820055
APOE	0.0980621812545116	0.860745327346276	0.720638051206178	1.02809242074906
APOL4	0.89535100875919	1.02590216575941	0.70084385561563	1.50172573430831
AQP5	0.0969692054295324	0.853106967080668	0.707173323555585	1.02915575720861
ARAP3	0.379033049656942	0.795675733999712	0.478158452182759	1.32403781797838
ARGLU1	0.385314108315178	1.24732535015983	0.757341668158713	2.05431787865829
ARHGAP1	0.996133822375517	0.998274508229814	0.496451769627929	2.00734906137681
ARHGAP17	0.795800454679383	1.11905105354312	0.477392842847654	2.62315466014557
ARHGAP19	0.44818940483527	0.87613237344605	0.622526126157122	1.23305336683407
ARHGAP23	0.510303176394783	0.87895666128695	0.598629069143358	1.29055679425366
ARHGAP27	0.744521283472317	1.11237098644094	0.586246215644258	2.11066473173867
ARHGAP29	0.88106280625028	0.966693358976623	0.620268200153083	1.50659996765733
ARHGAP31	0.287110667814595	0.792900408216783	0.517197171974426	1.21557326957199
ARHGAP44	0.88257976552728	1.03838865607807	0.6298901614844	1.71180797383883
ARHGAP45	0.817513249848948	0.945066845576655	0.584842800910984	1.52716480602477
ARHGDIB	0.121752746231618	0.712191642021099	0.463340787995559	1.09469519650744
ARHGEF1	0.191688255821796	1.64785606934638	0.778539730842302	3.48784977530163
ARHGEF17	0.594952981778874	0.857307495240529	0.486015981594671	1.51224685859928
ARHGEF2	0.0502246845278017	1.96962179195672	0.999336042993401	3.88198747613512
ARHGEF25	0.78887881470109	0.939851070136118	0.59684310487572	1.47998699628094
ARHGEF7	0.404693323764535	1.36953158523138	0.653635288134815	2.8695157635974
ARID4B	0.635924711493144	1.16452190345848	0.619849960258659	2.18780567973042
ARID5A	0.733398191452821	0.91724004002749	0.55795480250381	1.50788072305173
ARID5B	0.0444241112773285	0.673157334053756	0.45763320302656	0.990183390089511
ARL10	0.539777346209325	1.26522209951477	0.596465794039588	2.68378669338131
ARL15	0.170143664511011	0.684815173188935	0.398692796902394	1.1762736248897
ARL4C	0.776662979410724	1.04487206813519	0.77152553056901	1.41506352740385
ARL5B	0.509974022229543	0.82288673645217	0.460789158049701	1.46952802425934
ARL6IP6	0.679359268079364	1.13727013706442	0.617972995858592	2.09294479423253
ARMC4	0.616857209256593	0.857531963109633	0.469632557868495	1.56582216337858
ARNTL	0.878237920386672	0.978430249763853	0.740246624853236	1.29325243981053
ARPC4_TTLL3	0.134652459240103	3.63502233848468	0.670144765535421	19.7172134750999
ARRDC2	0.973550631094486	1.00783901939684	0.635220177988453	1.59903530179933
ARSB	0.352396499890355	0.736500916686715	0.386569692283367	1.40319743401599
ARSE	0.447339073882584	1.27579917059986	0.680658952884794	2.39130553826534
ARSJ	0.741191574106918	1.06542916134939	0.731450223802062	1.55190231804596
ASAP1	0.568317833952858	0.862717446154751	0.519464251789755	1.43278654755441
ASPN	0.899310689171057	1.01609142718732	0.793496414262491	1.30112974658262
ASXL1	0.459495388002941	1.30827425656414	0.641912484839379	2.66637831606708
ATAD2B	0.488376383582117	1.31491910664727	0.606140679198237	2.8524933507401
ATAT1	0.551609293439798	1.19976043907198	0.658727728357563	2.18515943567636
ATF3	0.0740265881236591	0.823405447518304	0.665320900185209	1.01905190534986
ATF6B	0.565119632409049	1.23262435695102	0.604447645149895	2.51363838959475
ATF7IP	0.64537229564987	1.16102996667502	0.614723049064022	2.1928421027483
ATL2	0.594039543363855	1.15931547093139	0.673152716825276	1.99659353300913
ATP10A	0.477944611390962	0.871405838195112	0.595810475296104	1.27447932912416
ATP11A	0.450778375930212	1.13247291931674	0.819612730288338	1.56475719030693
ATP2B4	0.775965549764796	1.08179431775885	0.629481845351396	1.85911469024504
ATP5MC1	0.204483499073455	0.642328263854824	0.324198437112429	1.27263290416071
ATP8B2	0.962667148793772	0.988773551075712	0.616289541978889	1.58638605511233
ATP8B4	0.694388768150096	1.22971013958986	0.438361912476339	3.449631421826
ATXN1	0.285986032918468	1.51294780762437	0.707126328524578	3.23706101195725
ATXN3	0.269916894449505	1.89031970038684	0.609904751844622	5.85879772023966
ATXN7	0.337963266858186	1.45787961254895	0.674270089936934	3.15216853959023
ATXN7L3	0.870465351772473	1.0650018171999	0.499593756043169	2.2703023344853
AUTS2	0.477738546166568	0.865357458304408	0.580509708184129	1.28997589546865
AVIL	0.82978543566508	0.942420846797712	0.54882387822405	1.61829156441393
AXL	0.322181931193037	1.26753539147654	0.792720998335664	2.02674834149564
B3GAT2	0.223245495397096	3.27787119709821	0.485154942750711	22.1464085758823
B3GNT2	0.490589362247594	0.829823643077565	0.488262117446672	1.41032296794095
B3GNT5	0.812712828628333	0.930497417986229	0.512760076678425	1.68855861495246
B3GNT7	0.878609188807563	1.02418900671124	0.753660495327794	1.39182447265188
B4GALNT1	0.776307760750167	0.861498449733218	0.308062019684703	2.40918883688534
B4GALT5	0.906011713020622	0.973345023924613	0.621579541166979	1.52418230146397
BACE1	0.637618370918038	0.889455536904527	0.546298400831907	1.44816669960113
BAHCC1	0.57937582223755	1.18348950554455	0.652317291534953	2.14718730886047
BAZ1A	0.479811620268407	1.27508021512785	0.649830878412077	2.50192720755799
BAZ2B	0.338317944334571	1.35678736574993	0.726547147251919	2.53372676889795
BCAT1	0.553919831082358	0.90468600968137	0.649303961624465	1.26051406503903
BCL3	0.432331747154983	1.21444999165201	0.747754256931406	1.97242445436036
BCL6	0.383393185038671	0.789242764116951	0.463537317689983	1.34380581010215
BCL6B	0.195814407409062	0.766897473501123	0.512974597243536	1.14651239656452
BCL9	0.392874654830306	1.24607570680228	0.752268485867518	2.06402992582126
BDNF	0.207362391717309	0.723796232042656	0.437918376652151	1.19629824517567
BGN	0.69782310136394	0.936684138056046	0.673276911258828	1.30314460486305
BICC1	0.391433517204636	0.823100613886944	0.527348743281765	1.28471837510206
BICD2	0.219618674237054	0.655537841070183	0.334016107681874	1.28655430439374
BLVRB	0.333508828866491	1.39552078320749	0.710229781985731	2.74203969723586
BMP1	0.982015189276674	0.994212001183403	0.600192154962815	1.64690173825806
BMP4	0.264970706663299	0.837977790475214	0.614123148549157	1.14342991139262
BMPER	0.105950547342364	0.482187843141493	0.199142302470363	1.16753252919755
BMPR2	0.773894515316092	0.924806453097521	0.542546339882633	1.57639433320264
BMX	0.0847208359106307	0.595425662654558	0.330236477837803	1.07356922551042
BNC2	0.0350362876036926	0.616461654772348	0.393151988965908	0.966610833647888
BNIP2	0.960987906853374	0.983038025920823	0.495296667824161	1.95108068191039
BOC	0.518456715919917	0.901821864295127	0.659021227972635	1.23407659783989
BST1	0.933397452964742	1.02810914299153	0.536645524621413	1.96965848294079
BTBD19	0.814328496984833	0.950289698957386	0.620937468993511	1.45433406266864
BTG2	0.0726757062708625	0.712698257301783	0.49235775580718	1.03164579001762
BTN2A1	0.291919662037353	1.47073631668766	0.717748011183819	3.01368346483653
C10orf55	0.893953713384846	1.02707024139353	0.693493505473343	1.52110044640744
C11orf95	0.109588397315299	0.706797418710208	0.462051053233252	1.08118483357991
C11orf96	0.431304672368907	0.874859377488129	0.627094076880577	1.22051691858776
C14orf39	0.267133945085273	0.0346856336136449	9.15621592839461e-05	13.1396331037701
C15orf62	0.0674670931411289	1.65663453843667	0.964372030944241	2.84582910524079
C18orf54	0.621782985440637	1.3283050770625	0.429971407049853	4.10351560317926
C19orf48	0.148881613979155	1.48142923348833	0.868823711725895	2.52598144389298
C1orf116	0.738481336202552	0.958297243797561	0.746271587325404	1.2305622015723
C1orf198	0.0701368394915159	0.603143053256229	0.3489655167623	1.04245699135665
C1QTNF1	0.945619798430588	0.98691944547077	0.676031171390833	1.44077674679476
C1QTNF2	0.384781183715187	0.765800803387101	0.419550305155123	1.39780823243949
C1QTNF3	0.314756806895406	1.23311342051599	0.819556883272316	1.85535469092191
C1QTNF6	0.069013687706919	1.54770910842379	0.9665507663002	2.47830074509918
C1QTNF7	0.222504125870601	0.647418625991166	0.321975771704827	1.30180875120178
C1R	0.923338985727508	0.987974355562924	0.772194423444579	1.26405125136212
C1RL	0.875229682769518	0.957021202095066	0.553067848832566	1.65601667714509
C1S	0.922068274744824	0.990026564103891	0.809902988132435	1.2102098794468
C21orf91	0.742190931684615	1.11307565414348	0.587925316733613	2.10730406836399
C3orf80	0.317021349477664	1.33904034920544	0.755842124038367	2.3722269502794
C4B	0.631555941194141	0.933029130211096	0.702831328030376	1.23862344079354
C5orf67	0.482310695092125	1.17181067678299	0.75295863044925	1.82365963639109
C7	0.778390917548063	0.97516856074443	0.818509478494234	1.16181149620134
C8orf58	0.235636641629372	0.630310575852941	0.293962334742794	1.35150451291551
C9orf72	0.548401016428844	1.21057354995825	0.648579113352353	2.25953671601256
CA5B	0.0633426437745697	0.524110565325572	0.265004680085026	1.03655484347581
CACHD1	0.72642197270697	0.929225642607571	0.615951467469618	1.40183170344024
CACNA1C	0.576459479532331	0.782609819171429	0.331133128208624	1.84964317033739
CACNB1	0.685606308865073	1.08970009248948	0.718926952123595	1.65169255104996
CAD	0.2603660061321	1.47407838379502	0.750003013107304	2.89719780267186
CALHM2	0.548429822632517	0.84993344685178	0.499755179890971	1.44548149402863
CALHM5	0.349772372940217	0.682735613949183	0.306775902382401	1.51944111299046
CAMK2N1	0.806753266547998	0.97624183755156	0.805169583624947	1.18366136124434
CAPN12	0.80345873302579	1.08133259986728	0.584141524093413	2.0017070235684
CAPN3	0.116211896869332	1.45281846744066	0.911636828389693	2.31526572161957
CAPN5	0.709432202403158	0.932388961765824	0.645176987692367	1.34745843792754
CAPN6	0.07156217827337	0.689667994675892	0.460388949730071	1.03313066736102
CARD10	0.130970995310657	0.6380378622588	0.356112184001348	1.14315749913864
CASP10	0.953378951690754	0.981830179316626	0.530960340548482	1.81556027333626
CASP4	0.922833567957776	0.974520970133688	0.57808605293681	1.64281963975027
CASP7	0.775057572736837	1.10703623981529	0.551152410519076	2.22357593448637
CASP8	0.661504401043159	0.868164695012349	0.461058917002959	1.63473671123261
CASTOR3	0.173630540164709	1.33344580652076	0.880948570459759	2.01836722205002
CAV1	0.228992504773719	0.833660275219718	0.619808740405056	1.12129663422498
CAVIN1	0.0649567152913827	0.654072634027559	0.416698948607128	1.02666688268296
CAVIN3	0.269812040658342	0.779708934910983	0.501174974481459	1.21304146083717
CBARP	0.632597152934755	1.16275828139156	0.626616941802225	2.15762889694
CBFB	0.747119286253344	0.904931682471684	0.49306403677535	1.66084177482638
CBLN3	0.0862899762583307	1.63190643941016	0.93252856954064	2.85580379408664
CCDC120	0.575272906464789	1.21703395273604	0.612223652987072	2.41933096652765
CCDC14	0.0664733571938103	1.63006448348108	0.967332442721313	2.74684286699971
CCDC142	0.54212652211223	1.32567023029578	0.535532164397027	3.2815985226045
CCDC148	0.59761357577794	0.882300964283875	0.554217601714106	1.4046017108959
CCDC188	0.207838842192516	1.57571668059995	0.776570743375399	3.19724001799109
CCDC50	0.888312355968451	1.05141889008828	0.522246616774947	2.11678093629635
CCDC80	0.140800602152565	0.827322290314554	0.642864721989719	1.06470638166744
CCDC88A	0.678833373208037	1.14207856987186	0.608958408758074	2.14192536140633
CCDC88C	0.303320381527945	0.810591199372767	0.543439992612269	1.20907202530708
CCL26	0.868868450287352	0.949617849993202	0.51406326081983	1.75420834312796
CCN1	0.0710716376796241	0.782900301261978	0.60018976504722	1.02123181268823
CCN2	0.00817751290999751	0.72170882780562	0.566752466879471	0.919031962931592
CCN4	0.943452118144394	1.01360126974487	0.697827169079826	1.47226645729939
CCN5	0.856602358661661	1.02865725144622	0.757141744053884	1.39753982561763
CCND1	0.859358022110674	0.961251907334258	0.620861670774298	1.48826264021322
CCNL1	0.288926895421738	1.3461619568917	0.777143467940423	2.33181142085006
CCNL2	0.0925699736754603	1.43952793337388	0.941569147985025	2.20083748007068
CCNT2	0.3605029423205	1.37208135201773	0.696492281205183	2.70298363292298
CD109	0.8170894664277	0.968632875573582	0.739386625110131	1.26895674844293
CD151	0.211385174706828	0.755503261937206	0.486719375736785	1.17271924491133
CD200	0.143229100044666	0.729770158183355	0.478638049636984	1.11266641709508
CD248	0.70055444606625	0.929368475218109	0.639820879448474	1.34994932249439
CD276	0.981520452892123	1.00628967190029	0.591983266903554	1.71055325443542
CD40	0.507241663038515	0.903516842873468	0.669425178866872	1.21946815137407
CD93	0.280430625503621	0.800001135790092	0.533477024843673	1.19968018763878
CDC25B	0.0764304000056429	1.54298003786528	0.954980255497909	2.49302263951987
CDC42EP1	0.856853498917156	0.962452213905225	0.635012712167402	1.45873341793333
CDC42EP5	0.726451934116487	0.949105629976077	0.708310327495169	1.27176106557395
CDC42SE1	0.851846156281198	1.06174919358775	0.566158571041479	1.99115832161737
CDH11	0.595721583090011	0.938084760791761	0.740800013943279	1.18790901979804
CDH23	0.109654396459615	2.56853748059768	0.808632109701026	8.15869752151488
CDH24	0.459831069987098	1.23535357464676	0.705318227452763	2.16370199293443
CDH3	0.446168826851004	0.923221087040895	0.751702694158985	1.13387537676791
CDH6	0.923687227079909	0.985575948742777	0.732121356303831	1.3267745058609
CDK11A	0.126176796669445	1.89749673714804	0.83497667246959	4.31208917111226
CDK17	0.569760640020064	1.23531016900246	0.596094431627394	2.55998233279042
CDK2AP1	0.61764884583652	0.880578424100726	0.534452839634274	1.45086395559679
CDK3	0.123941958113048	1.73259500039138	0.860196392992457	3.48976752266795
CDK9	0.773315407940327	1.11682527138244	0.52658862197618	2.36863964534136
CDKN1C	0.0670927318809681	0.635949782591721	0.391747303461545	1.03238011443813
CDKN2B	0.799208233382222	0.951100225728077	0.646334577503164	1.39957178660393
CDO1	0.736000735799913	1.04040325619763	0.826425588759483	1.3097839058099
CDR2L	0.529889700843768	0.822426564668774	0.446881198413716	1.51356883367175
CDRT4	0.113035248636881	1.63069762272794	0.890652910116237	2.98564649210376
CELA2B	0.187302736614656	0.338731977700564	0.0677697302207617	1.69307672235331
CELF2	0.865414773194086	0.966543572459295	0.65210751482922	1.43259578553858
CELSR3	0.0033656286270223	3.04277437498976	1.44623721772318	6.40176852291906
CEMIP	0.572811143829703	0.905923036158253	0.642623440985669	1.27710334715364
CEMIP2	0.75635874796424	0.923830660244801	0.560064195069251	1.52386654301801
CEP112	0.835364001401774	0.932703364402294	0.483506839800678	1.79922080590625
CEP135	0.408353779457246	1.41763170154385	0.619831195950367	3.24230154008419
CEP164	0.659366364787632	1.18624273687551	0.555086800711917	2.53504826449693
CEP85L	0.352279194157453	0.660459109187224	0.275578810974805	1.58287291161969
CFH	0.359139444328034	0.902025821605876	0.723612710065981	1.12442826324812
CFI	0.848522805660239	1.02815037800708	0.773283304964634	1.36701929682091
CFLAR	0.691197679290356	1.1401731144746	0.596860163565011	2.17805578312667
CGAS	0.376430257340493	1.41622085967756	0.654993553676207	3.0621393327137
CH25H	0.129285738537332	0.82532468987635	0.644019131788396	1.05767175243375
CHCHD10	0.968386752515103	1.00785992878727	0.684299500288259	1.48441089848406
CHD1	0.371534732788682	1.39902237435199	0.669858648220648	2.9219054036797
CHD2	0.52662896025594	1.23884583817196	0.638380971011504	2.4041114639182
CHD3	0.51701545816239	0.827660351231727	0.467053617773968	1.46668740147206
CHIC2	0.422072189436023	0.760761231010369	0.39024585257747	1.48305906849713
CHKB_CPT1B	0.0509173608255122	1.84635780344885	0.99755651053216	3.41738748869261
CHN1	0.068308465948487	0.631929500287915	0.385795659229726	1.03509431425807
CHN2	0.632736551645632	0.906658726508747	0.606603229454274	1.35513628421332
CHPF2	0.405323368907828	0.773600501736852	0.422610800186893	1.41609664500493
CHRD	0.507849424647094	0.782781337246124	0.379171145257882	1.61601595903108
CHRDL1	0.735524224582292	0.959696746561969	0.755907861353427	1.21842607075494
CHST11	0.984670248055762	1.00452995128267	0.633484557992584	1.59290453144049
CHST15	0.350651799051307	0.817573947043391	0.535594021056773	1.24801086756952
CHST2	0.691241744477325	0.942160871417788	0.702161426704084	1.26419235502212
CHSY1	0.21059528019045	0.714910925009495	0.422742115002506	1.20900570953264
CHSY3	0.510881681616804	0.788146731497454	0.38759969424873	1.60262064079829
CIC	0.221223295133727	1.53966038342208	0.771133091621842	3.07411797267536
CILP2	0.507177825690628	0.87311134850912	0.58468509695256	1.30381880925087
CKMT1A	0.673083889959699	1.1396118958524	0.621013206365137	2.09128446844125
CKMT1B	0.657503002253081	0.888897541399929	0.528131196330649	1.49610332545505
CLCF1	0.351984160692145	0.8604415302825	0.626986094478205	1.18082304146001
CLDN1	0.963761734058115	0.995561639479303	0.821731648405282	1.20616381263422
CLDN10	0.444581148427981	0.935605707826885	0.788825847223707	1.10969746186575
CLDN15	0.377928595052761	1.33379259587777	0.703122389836487	2.53014654992293
CLDN16	0.768170580969586	1.02547217709418	0.867539491561263	1.21215598393311
CLDND1	0.795008680960744	0.907673352537079	0.437078967887669	1.88494751620636
CLEC4A	0.405518982548522	1.21231341227203	0.770184788787153	1.90824829439838
CLIC5	0.562467729701109	0.914751272926466	0.676629905125925	1.23667293594548
CLIP2	0.884502797878502	0.962064043846529	0.570931806385881	1.62115197316011
CLIP3	0.447176428333517	1.12560175054302	0.829643279132593	1.52713742483415
CLK1	0.214546182816367	1.35849496337364	0.837415772207572	2.20381395569666
CLK2	0.133267025758979	1.79596457887035	0.836216157284077	3.85724281988633
CLK4	0.084482274485437	1.70916814501203	0.929673833243365	3.1422372486622
CLSTN1	0.716505881676335	0.883877644359842	0.453994146754744	1.72081445495187
CLU	0.170489049938268	0.870378983933918	0.713663168245637	1.06150857909077
CMIP	0.589069651424633	0.818278391204657	0.395255736681818	1.69404125828411
CMKLR1	0.655887283571777	0.91191131080826	0.607860918235378	1.36804689005854
CMTM3	0.999332300097094	0.999797446398419	0.622100952369323	1.60680502098214
CMTM6	0.442551795241606	0.817712080525827	0.489239932564198	1.36671805004416
CNEP1R1	0.61760422176449	0.81674697162626	0.368942233002601	1.80807605090839
CNN1	0.639873273900615	0.92042795585185	0.650340282753111	1.30268360177104
CNN2	0.9819581651931	1.00455868199381	0.677289624741552	1.48996545747209
CNN3	0.110666506541158	0.651408565073535	0.384718139390371	1.10297143598055
CNRIP1	0.302422285247102	0.726238465528662	0.395413227358801	1.3338509496417
CNTNAP1	0.735051390707157	1.09192174025634	0.656146455135191	1.81711427001274
CNTRL	0.916970528862513	1.03352488716617	0.556006525168331	1.92115315925196
CNTROB	0.624247276124483	1.22344003832121	0.545938580869002	2.74171047773335
COL10A1	0.828028824847842	1.02202103666232	0.839669425394205	1.24397407812001
COL12A1	0.78644179571965	1.04000020896484	0.783090388689479	1.38119487899345
COL15A1	0.360780254139068	0.854777391293256	0.610521096096285	1.19675535102373
COL16A1	0.688202083264197	1.10647495550435	0.675036418123792	1.81366041044297
COL18A1	0.724868877391056	0.91503920239833	0.558094812041522	1.50027687744117
COL1A1	0.395872269958211	1.07915262731662	0.905129395890856	1.28663415234477
COL1A2	0.666504107287328	1.05053325834846	0.839533503420409	1.31456353129433
COL24A1	0.660124619675105	1.37898671459593	0.329252279373051	5.77552374930567
COL27A1	0.288741600677318	0.795516560203671	0.521315760288906	1.21394104257958
COL3A1	0.502223728382469	1.07204963881072	0.874898643253094	1.31362694060292
COL4A1	0.638059618355311	0.918180158496113	0.643380816716131	1.31035116613978
COL4A2	0.560965763584047	0.884085740556176	0.583610881493276	1.33926152071544
COL5A1	0.556658359800996	1.07494827282669	0.84475513504523	1.36786832221058
COL5A2	0.706108697956525	1.05675014253798	0.793182033236307	1.40789984765243
COL5A3	0.957511668341994	0.989726797070656	0.676909544523201	1.44710492083506
COL6A1	0.693235951725216	1.07148489619644	0.760319904358702	1.5099958270137
COL6A2	0.748525962371367	1.05883198615379	0.746519185930918	1.50180356517471
COL6A3	0.507080133730441	1.08700687889974	0.849542956605896	1.39084662592699
COL7A1	0.702098227435136	0.939346095784147	0.681675982922512	1.29441422284232
COL8A1	0.32152459717452	0.850726137263538	0.61798327277762	1.17112386775519
COL8A2	0.431397423128282	0.920576692251924	0.749085871653291	1.13132749980597
COL9A2	0.327706535575689	0.838467086150937	0.589202362868794	1.19318437749544
COLEC12	0.875302327331671	1.02610946306409	0.743683933509295	1.41579047596369
COLGALT1	0.463124564288903	1.33640499494607	0.615913338924	2.89972338257345
COLQ	0.136788801362664	1.55972712983756	0.868448870396724	2.80125727890001
COMP	0.666417674913941	0.96752770879622	0.832680901273264	1.12421200709305
COX5A	0.166007276227444	0.552619339358565	0.238760638076955	1.27905561273742
COX7B	0.0336287567395365	0.386266827156143	0.16060840462114	0.928980411163583
CP	0.0454035112924463	0.676633937986528	0.46150673939677	0.992040737332644
CPA3	0.476111070343437	0.885934055564488	0.634930567542387	1.23616532410301
CPEB2	0.737942972446216	1.11520294223473	0.588781805649816	2.11228946009363
CPED1	0.32557445035227	0.744295362147025	0.413086412204965	1.34106465317165
CPSF1	0.0958145616051615	1.9726009646601	0.886818694612754	4.38776785989734
