p.value	HR	Low 95%CI	High 95%CI
ARHGAP45	0.158167929922034	0.971611083283593	0.933516366302422	1.01126036054272
ARHGDIB	0.0403129641374732	0.997234596475227	0.994598478471657	0.999877701336589
ARHGEF1	0.788034954188696	0.994808222362039	0.957766749357614	1.03328226830059
ARHGEF17	0.132441617465358	0.982167073899773	0.959412284218424	1.00546154861743
ARHGEF2	0.283851679819164	1.00995268620114	0.991825344601999	1.02841133664941
ARHGEF25	0.72022410042063	1.01690630085167	0.927763495341288	1.11461426312255
ARHGEF7	0.418308643474443	1.03596799585923	0.951006014815413	1.12852040021315
ARID4B	0.589222649518648	0.987170055390361	0.941967429124712	1.03454184096889
ARID5A	0.0771977136115594	0.954593625353424	0.906641230184565	1.00508223013406
ARID5B	0.19673466354374	0.969930840870011	0.925996918639269	1.01594920796631
ARL10	0.347649426210333	1.14564752057194	0.862611588763278	1.52155182991963
ARL15	0.008603048996243	0.93196700343788	0.884248959464181	0.982260127309955
ARL4C	0.744613258244919	1.00317168327552	0.984239106395446	1.02246844246148
ARL5B	0.275984049380074	0.965805110513373	0.907200934518163	1.02819505139638
ARL6IP6	0.458141115211009	0.976085485081851	0.915623881874608	1.04053956329412
ARMC4	0.756457040867717	0.959842279385981	0.740813369877496	1.2436292847269
ARNTL	0.431463490157493	0.995256570438597	0.983536387606282	1.00711641529801
ARPC4_TTLL3	0.933450019561702	0.926124738318399	0.152883819588328	5.61018839818942
ARRDC2	0.102134438403262	0.987955879481036	0.973705430045325	1.0024148882026
ARSB	0.812145343859891	0.983182550108631	0.854847170321647	1.130784496221
ARSE	0.16753666236353	1.23008316694021	0.916682255988915	1.6506314894874
ARSJ	0.802687270540855	0.984656096535258	0.872186538428334	1.11162874651925
ASAP1	0.714732540373124	0.991132947033832	0.94490912498916	1.03961798305973
ASPN	0.0420778845652867	1.00462596771464	1.00016527011092	1.0091065598535
ASXL1	0.739934585466671	0.992589485080442	0.949939508266132	1.03715434227022
ATAD2B	0.624386514872561	0.950059979653488	0.773912529420267	1.16629971815462
ATAT1	0.582906570330365	0.972292994528586	0.879515872149161	1.07485685835245
ATF3	0.232991324319628	0.998544246706113	0.996156585797186	1.00093763053521
ATF6B	0.271795222257349	0.993841827676762	0.982952660979614	1.00485162475222
ATF7IP	0.427756887500492	0.988685234590467	0.961267293990181	1.01688520894085
ATL2	0.501730494183773	0.995973234208307	0.984317115608673	1.00776738261424
ATP10A	0.737232437696502	0.984121388678224	0.896276590999759	1.08057592642651
ATP11A	0.497490849081092	0.996990049295249	0.988345354302766	1.00571035627011
ATP2B4	0.631785313520439	1.00404913355205	0.987591302787968	1.02078122776165
ATP5MC1	0.405304723992017	0.994222174031835	0.980745775987098	1.0078837508545
ATP8B2	0.946894719131644	0.998706342048808	0.961379391873069	1.03748256523913
ATP8B4	0.575866772548635	0.784009603683117	0.334254786619682	1.83892971252117
ATXN1	0.911990389251246	0.994390652749982	0.899987905091418	1.09869562099959
ATXN3	0.962969823309703	0.989777080996559	0.641422649959087	1.52732160320275
ATXN7	0.69339773840225	0.979459738153661	0.883440610449602	1.08591496396776
ATXN7L3	0.940948291769701	0.998788463082227	0.967261236812137	1.03134329798425
AUTS2	0.279238330063783	0.971345998608349	0.92151725848555	1.02386910318212
AVIL	0.133141224057053	0.861418822920856	0.709031904177985	1.04655712120971
AXL	0.747970312062441	1.00316545933989	0.984011524370634	1.02269222858569
B3GAT2	0.412738559965516	0.395109951529671	0.0428267521716781	3.64519525487197
B3GNT2	0.0627738298371983	0.975987147394935	0.951317755737406	1.00129626103924
B3GNT5	0.916723945935554	1.007736116578	0.872191401582214	1.1643454393307
B3GNT7	0.36862925038111	1.01426134239968	0.983428568291549	1.04606079572566
B4GALNT1	0.0907110256505188	1.18274082895645	0.973731833026419	1.43661306022295
B4GALT5	0.605036959201283	1.00392314429281	0.989136141681317	1.01893120388222
BACE1	0.317364071882691	0.985786327656525	0.958508425474526	1.01384052342935
BAHCC1	0.922193197503948	0.995304754202951	0.905609332300453	1.0938839943517
BAZ1A	0.353487937505859	1.02609117029243	0.971755351754462	1.08346518272444
BAZ2B	0.910931790828887	0.995649348944135	0.922420141035764	1.07469208655803
BCAT1	0.319602330404221	1.01665067171929	0.984121343150541	1.05025523072024
BCL3	0.784588175810957	0.99717663146533	0.977164380465317	1.01759873181935
BCL6	0.0507060509092312	0.961988385311182	0.92531144750173	1.00011910148976
BCL6B	0.0697242703421593	0.958095832136101	0.914784128194927	1.00345818785453
BCL9	0.407477443146578	1.00862444719658	0.988336930970993	1.02932840370858
BDNF	0.0582512072999654	0.766363172676189	0.58187794523127	1.0093397030212
BGN	0.180502798593425	1.00068116282854	0.999684421884553	1.00167889757866
BICC1	0.430451549135871	1.03252475639608	0.953552721112231	1.11803715617031
BICD2	0.348639386809038	0.975811128501573	0.927101264928169	1.02708020636914
BLVRB	0.570166144215495	1.00259066857423	0.99367645243449	1.01158485365072
BMP1	0.789024772026731	1.00251783438458	0.984220895440103	1.02115491848985
BMP4	0.281213592978581	0.976447249154062	0.935021736495145	1.01970809144445
BMPER	0.090504741625207	0.587016915452871	0.316795866516832	1.08773155034046
BMPR2	0.27790382104324	0.985733449184659	0.960476950084365	1.01165408785306
BMX	0.720054244480188	1.00818485783085	0.964227423771235	1.05414623407409
BNC2	0.814172696203192	1.01624974102622	0.888436391500174	1.16245073481511
BNIP2	0.192479915573354	0.962128342083675	0.907857293725753	1.0196436742186
BOC	0.0993296218364029	0.969160324598001	0.93372087491417	1.00594488139857
BST1	0.493194010880308	1.07017327838193	0.881469802405834	1.29927405639637
BTBD19	0.0737965065052382	0.944122633953877	0.886447843413102	1.00554990862402
BTG2	0.499265580189189	0.999581391766352	0.998368052752672	1.00079620537806
BTN2A1	0.661078839750682	0.989321219270797	0.942959304885498	1.03796258208439
C10orf55	0.282084673159104	1.03593904478528	0.971389461293147	1.10477799819035
C11orf95	0.00908643290654831	0.956917717319574	0.925775743661512	0.989107269216707
C11orf96	0.202384818584859	0.983320273391785	0.958216536473398	1.00908168796786
C14orf39	0.225289702873295	0.017005576965697	2.34745482132313e-05	12.3192849255025
C15orf62	0.0200240677385591	1.16876810363427	1.02483908736386	1.33291059729835
C18orf54	0.96445696126687	1.01540562235151	0.518332263713506	1.98916534833521
C19orf48	0.00309663076123556	1.01716604232573	1.00575915323519	1.02870230346156
C1orf116	0.966862719847886	0.999770093509495	0.988983254038032	1.01067458502947
C1orf198	0.4689311428231	0.992963810174712	0.974168979022444	1.01212125365159
C1QTNF1	0.934558972251634	1.00068797968007	0.984394445085955	1.01725120217306
C1QTNF2	0.267991795989028	0.849086614247715	0.635681502599837	1.13413411519147
C1QTNF3	0.0297104834492874	1.06679739968338	1.00638443758975	1.13083693414102
C1QTNF6	0.00256207540930656	1.0739504193867	1.0252938998554	1.12491599088177
C1QTNF7	0.921353895389616	0.990782018365595	0.824395062106896	1.19075071290191
C1R	0.9307727859674	0.999648552166297	0.99175215657632	1.00760781937485
C1RL	0.952596695086582	1.00104828944552	0.967058154781406	1.03623310847145
C1S	0.911540960536816	1.00037728037652	0.993742062804989	1.00705680130793
C21orf91	0.351547687440503	0.95643325618842	0.87087186695943	1.05040087784326
C3orf80	0.0314210931207768	1.08177363380823	1.00702869016279	1.16206639019737
C4B	0.153827755700903	0.988269287719564	0.972371798442265	1.00442668803678
C5orf67	0.551209343254724	0.952391349615694	0.81122890094099	1.1181175643159
C7	0.364093858026763	0.99473259509989	0.983451984780494	1.00614259879196
C8orf58	0.543278181490756	0.954254577313462	0.820530402657899	1.10977216124355
C9orf72	0.303913628533559	0.957255915687548	0.880763376710301	1.0403916787973
CA5B	0.0248190172754564	0.781641665929368	0.630328144849402	0.96927877790196
CACHD1	0.0805309047535152	0.952593734245551	0.902095566446389	1.00591872554981
CACNA1C	0.431623869164975	0.824861029382714	0.51048006218406	1.33285463664002
CACNB1	0.710421694207447	1.01002558334873	0.958214291173595	1.06463834699176
CAD	0.656669300595985	1.01088985953898	0.963748339343517	1.06033729595304
CALHM2	0.133956975402593	0.954642298662228	0.898413803272702	1.01438993376471
CALHM5	0.440182956180659	0.842638496863423	0.545544425916921	1.30152486702225
CAMK2N1	0.558478277801011	0.999311228502718	0.99700745371936	1.00162032659457
CAPN12	0.87864791885927	0.963279581947402	0.595915779095328	1.55711190330526
CAPN3	0.631368187994732	1.04191511446141	0.881025031728285	1.23218644947417
CAPN5	0.174370146694916	1.00854241884311	0.996239217391044	1.02099756047512
CAPN6	0.726398885878482	0.984077874269204	0.899469114917841	1.07664537510513
CARD10	0.0227087010553121	0.872883126830735	0.776536946310694	0.981183132014112
CASP10	0.586503347489275	0.975429883109202	0.89179362582705	1.06690990976757
CASP4	0.44995972444407	1.03196447124318	0.951073314472203	1.1197356225889
CASP7	0.621374035380106	0.984691209321156	0.926216735167496	1.04685732928267
CASP8	0.914734249754563	0.993969039122101	0.889777416673091	1.11036134680444
CASTOR3	0.793655577289154	1.00888069321941	0.944207492141825	1.07798366526623
CAV1	0.0962586374001026	0.998342564311477	0.996392999469565	1.00029594371559
CAVIN1	0.0764024592904689	0.99766610595807	0.995090920096577	1.00024795611735
CAVIN3	0.786799134019241	1.00372365659142	0.977050712126589	1.03112475769909
CBARP	0.988767820614263	0.997303516988927	0.684806755492475	1.45240142130784
CBFB	0.449707281534749	0.990960405500577	0.967900643031311	1.01456955560479
CBLN3	0.193380122796083	1.05522630306328	0.973118447894033	1.14426209171799
CCDC120	0.646970991003123	0.984198251130907	0.919345108561234	1.05362631345813
CCDC14	0.429300239606172	1.02878262924594	0.958879852934589	1.10378134966445
CCDC142	0.842770110302183	1.03730374753758	0.722328915392843	1.48962479796385
CCDC148	0.0620861220887586	0.866491920724949	0.745390598037135	1.00726820362202
CCDC188	0.85632263386752	0.954194349788215	0.574385520263754	1.58514939016859
CCDC50	0.301241553919738	0.978181712512092	0.938114089866706	1.01996065620232
CCDC80	0.464161535309848	0.996899629291516	0.988645615352957	1.00522255442033
CCDC88A	0.71983581118406	0.972727189136552	0.836313850340646	1.13139126429641
CCDC88C	0.591238668090883	0.974654387277382	0.887483825492378	1.0703870283067
CCL26	0.27022775562591	0.807951316186319	0.553025781709066	1.18038860197411
CCN1	0.479234951450379	0.999713387422354	0.998919860597714	1.0005075446127
CCN2	0.0883506425900648	0.99934374065558	0.998589506899882	1.00009854408335
CCN4	0.0516121692784471	1.01765214666255	0.999877655351174	1.03574260917269
CCN5	0.900717219763469	0.994193991388866	0.907280324504933	1.08943362466619
CCND1	0.716692873930285	0.999651941811065	0.997774136997133	1.00153328064216
CCNL1	0.937655345674665	0.998957756649795	0.973192930087729	1.02540469491577
CCNL2	0.488272223098089	1.00290803888011	0.994705917199851	1.01117779341436
CCNT2	0.978272873112233	0.999116326465125	0.937529239852801	1.06474912074838
CD109	0.272842164290651	0.983975126781016	0.955969184061975	1.01280152777492
CD151	0.142230750958526	0.997591288479036	0.994383382611994	1.0008095431313
CD200	0.108337983399679	0.982088092248204	0.960658658839198	1.00399555249016
CD248	0.497457520754782	1.00427974368668	0.991966576762389	1.01674575253453
CD276	0.69480179367623	1.00333393551049	0.986789500482064	1.02015575323328
CD40	0.223406009546793	0.992995380382074	0.981822272043633	1.00429563836205
CD93	0.124151426673727	0.987127847279563	0.970959556136692	1.00356537068533
CDC25B	0.279459117670798	1.00694611195127	0.99439360822653	1.0196570693793
CDC42EP1	0.390195261643378	0.997003438773067	0.990201894329905	1.00385170197841
CDC42EP5	0.394859805867425	0.992591684526913	0.975734261458886	1.0097403474578
CDC42SE1	0.631305657599367	0.996724556157433	0.983458019125991	1.01017005456941
CDH11	0.472255695549903	1.00852382944309	0.985451444936879	1.03213640791779
CDH23	0.0743233438302578	1.18540695709363	0.983427181425544	1.42887005816645
CDH24	0.604667081839386	0.980215222495499	0.908793642092915	1.05724978466967
CDH3	0.236611610670082	0.994981455932993	0.986725694960716	1.00330629141055
CDH6	0.882684950328908	1.00183523839198	0.97773209884116	1.0265325707047
CDK11A	0.526617232012981	1.07904684765139	0.85264078866846	1.36557166265142
CDK17	0.265889709659171	0.958251671498872	0.888900699832692	1.03301332320158
CDK2AP1	0.703652747122789	0.995377830873427	0.971898789075113	1.01942407720987
CDK3	0.509395639782743	1.13887994575422	0.773931409889896	1.67592051991489
CDK9	0.245705862369366	0.99045575785862	0.974547568374384	1.00662362732245
CDKN1C	0.851981539265264	0.994839183174071	0.942212749672993	1.05040501810439
CDKN2B	0.326810545554877	1.01110643325922	0.989028408159076	1.03367730486235
CDO1	0.116598992059983	0.979522796225814	0.954534434333178	1.00516531810223
CDR2L	0.81152692621777	1.00696332310706	0.951137538375111	1.06606572989964
CDRT4	0.809190437016175	1.04243667652345	0.743950996772035	1.4606798421889
CELA2B	0.0237262322983497	0.12022988380046	0.0191735625211884	0.753914403893271
CELF2	0.966648597609421	1.00087569261702	0.960640134776801	1.04279648101975
CELSR3	0.220520272639318	1.69160390737295	0.729576755338253	3.92216961204139
CEMIP	0.490652585154775	0.973607998833252	0.902306444571356	1.05054390456271
CEMIP2	0.968917648473733	0.998987930723355	0.949381059048344	1.05118685086397
CEP112	0.756971359262687	0.976843513576613	0.842135008525602	1.13310008532639
CEP135	0.462213853444443	0.889229824999028	0.650267517933393	1.21600673547529
CEP164	0.827816681062738	0.988055239019188	0.886653011063653	1.10105435065531
CEP85L	0.137010085149325	0.691677156892456	0.425488814474565	1.12439451541782
CFH	0.697448243648278	0.99829973485903	0.989771802287921	1.00690114460313
CFI	0.284355409219184	0.996178920797873	0.989221316320232	1.00318546099826
CFLAR	0.691595065199863	0.99293617012315	0.958760895339083	1.02832963122692
CGAS	0.924787901792815	0.990104053469906	0.805395470977086	1.21717351540139
CH25H	0.518812913664308	0.992066590761492	0.968349844732375	1.01636420541497
CHCHD10	0.678229600281122	1.00103097832539	0.99616979494319	1.00591588367145
CHD1	0.943479724647728	0.997090282841537	0.919917754432004	1.08073686734188
CHD2	0.459899744286008	0.986198696817545	0.950511171792561	1.02322613186169
CHD3	0.32365024021228	0.990885242205377	0.973030622114695	1.00906748554998
CHIC2	0.0273584784895575	0.955276820012041	0.91722860525427	0.994903339936006
CHKB_CPT1B	0.26476260518488	1.17087320093446	0.887369121167201	1.54495352606279
CHN1	0.859132964480597	1.00806639881768	0.922480317790308	1.10159300402141
CHN2	0.244901182400322	0.957771716639224	0.890591848844841	1.03001915230179
CHPF2	0.258239192693002	0.989789018578017	0.972333515371628	1.00755788606464
CHRD	0.614483182316759	0.910798938622055	0.633177115495555	1.31014638131041
CHRDL1	0.443090237577426	1.00458284643457	0.992913296846312	1.0163895463541
CHST11	0.909581764083772	0.998120299051647	0.966230806652533	1.0310622726162
CHST15	0.376776047326697	0.993410415725404	0.978952344027067	1.00808201757003
CHST2	0.584956138679428	0.998532744807555	0.993285014963981	1.00380819949153
CHSY1	0.160863622395509	0.968160958431932	0.925347818360464	1.0129549374122
CHSY3	0.594319173025531	1.06617949105593	0.842194755621481	1.34973377542519
CIC	0.762624117253164	1.00356648305865	0.980647544531808	1.0270210653508
CILP2	0.283328781557397	1.01674980343222	0.986359200011983	1.04807676834859
CKMT1A	0.11964334750551	1.26093336018483	0.941631132935919	1.68850931454409
CKMT1B	0.690412489564901	1.03465456521579	0.874961780899348	1.22349352016441
CLCF1	0.0621678328554871	0.977248552489151	0.953897439708835	1.00117129325103
CLDN1	0.666579519195744	0.999673743665594	0.998190916030056	1.00115877406391
CLDN10	0.986563612201701	1.00012129854202	0.986102675771815	1.01433921271383
CLDN15	0.934879242175821	1.00471334598544	0.897543509608809	1.12467963591115
CLDN16	0.436094976329155	1.00107295463621	0.998374916860069	1.00377828366909
CLDND1	0.174792895503448	0.969488661440374	0.927054771774513	1.0138648689142
CLEC4A	0.630396611358595	1.01534373386042	0.954279760034892	1.08031516654187
CLIC5	0.512337084629983	0.992306435533892	0.969643587977075	1.01549896705475
CLIP2	0.970831793624107	1.00129143901965	0.934364598886391	1.07301212722416
CLIP3	0.945050073812768	1.000722245542	0.980386113315524	1.02148020980823
CLK1	0.647149065322453	0.997746309863767	0.988153404121456	1.00743234268553
CLK2	0.249089500089456	1.01570799731702	0.989141065856465	1.0429884790199
CLK4	0.941517253476665	1.00237146512841	0.940905724591649	1.06785252533109
CLSTN1	0.53264386176961	0.997951074697493	0.991542473996547	1.00440109587615
CLU	0.0247591077055824	0.999808366143434	0.999641103545108	0.999975656728581
CMIP	0.266009104268604	0.940694292194794	0.844622425017502	1.04769388682704
CMKLR1	0.285312323580702	0.950505867151039	0.865995321390306	1.04326360798127
CMTM3	0.279786225370975	1.00854159630239	0.993105319057387	1.02421780646349
CMTM6	0.103413523016792	0.993355681606318	0.985417619252082	1.00135768926933
CNEP1R1	0.210933017267183	0.89447849942052	0.751093247332848	1.06523629225364
CNN1	0.212754750059816	0.961644309098751	0.904267042147827	1.02266226028266
CNN2	0.399995069642051	0.997981131427307	0.993295431673875	1.00268893516056
CNN3	0.0981462964557783	0.996606309443202	0.992599522827638	1.00062927009332
CNRIP1	0.178103840113326	0.895724413160428	0.763072050796471	1.05143704777833
CNTNAP1	0.651317475510393	0.96579219910444	0.830474970237188	1.12315795813159
CNTRL	0.548145890087564	0.970931350327517	0.881812311509103	1.06905707115327
CNTROB	0.619325851331213	0.982988224498938	0.918650795927415	1.05183150527627
COL10A1	0.253139433732693	1.0101619900052	0.992795724062845	1.02783203162414
COL12A1	0.0317895600557013	1.01102153072566	1.00095556279526	1.0211887256377
COL15A1	0.302942617402494	0.992404512322713	0.978112180507375	1.00690568597929
COL16A1	0.160620538032146	1.00474305185277	0.998123255866663	1.01140675193453
COL18A1	0.931075530637625	1.00038086742124	0.991785635714126	1.0090505890236
COL1A1	0.0237052513426224	1.00015469846728	1.00002064737103	1.00028876753284
COL1A2	0.0295199667760705	1.00028412777481	1.0000282604762	1.00054006053964
COL24A1	0.715806135139672	1.25409930838106	0.370649204485962	4.24327114761536
COL27A1	0.316357260092587	0.935420989793742	0.820906914198495	1.06590943871028
COL3A1	0.0239969632944857	1.00022337194336	1.00002940964669	1.00041737186029
COL4A1	0.617957379301551	0.999083699131974	0.995490970081194	1.00268939434962
COL4A2	0.858011244875025	0.999663133917029	0.995980104194842	1.00335978309595
COL5A1	0.0266963864487806	1.00288025890703	1.00033227929665	1.00543472856101
COL5A2	0.0338597525148796	1.00418651935575	1.00031858958535	1.00806940524199
COL5A3	0.0460989859342391	1.01826790406731	1.00031338844286	1.03654468332937
COL6A1	0.0331301142654878	1.00074171195514	1.00005935107513	1.00142453842388
COL6A2	0.0471517390459013	1.00092412753257	1.00001162032573	1.00183746739914
COL6A3	0.0230873987957374	1.00407381247028	1.00055849320787	1.0076014823045
COL7A1	0.748832912783118	1.00294644697295	0.985045001060821	1.02117321991623
COL8A1	0.893610745517177	0.999627783875341	0.994188678676651	1.00509664586567
COL8A2	0.472368981191272	0.997999546200885	0.992563901831732	1.00346495815442
COL9A2	0.0305803792342877	0.930649254785386	0.871957648099023	0.993291402765741
COLEC12	0.262869153703456	1.03311862821745	0.975842542585774	1.09375647544705
COLGALT1	0.186969517701802	1.01785144021442	0.991450325893121	1.04495558404633
COLQ	0.670540190261956	0.934591570944935	0.684335104110536	1.27636504284929
COMP	0.51596409104258	0.998357827221168	0.993419253606535	1.00332095190954
COX5A	0.782908119348875	0.998839240323204	0.990621081451058	1.00712557676245
COX7B	0.425580043316427	0.994110547359193	0.979770482352019	1.00866049566875
CP	0.0804662984107099	0.870441997162068	0.745026923264088	1.0169689802672
CPA3	0.0976216774888014	1.0098446340339	0.998206895544304	1.0216180527695
CPEB2	0.32345718970433	0.951162063471266	0.861170904167507	1.05055717350495
CPED1	0.937979065619813	0.990848033630112	0.786010740539412	1.24906667951496
